	ASCL1neg_corr	ASCL1neg_pval	ASCL1neg_qval	ASCL1neg_ci_low	ASCL1neg_ci_high	ASCL1pos_corr	ASCL1pos_pval	ASCL1pos_qval	ASCL1pos_ci_low	ASCL1pos_ci_high
HMCES	-0.01131486318327565	0.010235771628137526	0.011211140885145153	-0.019949667514732296	-0.002678371037020748	0.011314545054789201	0.01023790362920265	0.01121347604512886	0.0026780528700836434	0.019949349472138923
PAAF1	-0.011455097301490408	0.009333573753278153	0.010239795670080256	-0.02008986360027726	-0.0028186222749276807	0.011454351070352389	0.009338180587379306	0.010244849794162706	0.0028178759517910375	0.020089117572422058
NR1H2	-0.011600660192552032	0.008472793635092535	0.00930564924227626	-0.020235386654293218	-0.002964203295595946	0.01160013884157758	0.008475745510539569	0.009308891280109356	0.0029636818790348945	0.020234865446652775
GPN1	-0.011740692024977455	0.0077124421490536044	0.008475211152806158	-0.020375379818115495	-0.00310425291422637	0.01174053246484297	0.00771327255585093	0.008476123687748274	0.0031040933336324845	0.020375220302234872
CFAP45	-0.01194865023855283	0.0066958532311841516	0.0073661751718197485	-0.02058327998101129	-0.0033122381668692527	0.011954091956930698	0.006670949847425109	0.007338778710038623	0.0033176806028201323	0.02058872017033016
PRKAB2	-0.012735633538310956	0.0038497326911141796	0.004249153080699977	-0.021370036837652363	-0.004099330555706821	0.012735722093579415	0.0038494865475833667	0.004248881399098639	0.004099419123852649	0.021370125366838574
TRIM62	-0.012985360102178309	0.0032097868287199716	0.0035486863777998584	-0.02161968931118576	-0.004349093972427166	0.012986115010468707	0.003208008826202519	0.003546720648095654	0.00434984899375506	0.0216204439938731
SPOUT1	-0.013312552717729013	0.0025180814332972936	0.0027870298099582666	-0.021946783223687816	-0.004676336503448146	0.013311652012835207	0.0025197821376517194	0.0027889121612083225	0.004675435658606693	0.021945882793043714
NDUFV3	-0.013502762413948105	0.0021815689965656105	0.0024212752459107775	-0.022136934690384948	-0.004866576067671126	0.01350210953367631	0.002182649926699674	0.002422474946392535	0.004865923083810527	0.022136282011049967
CLK3	-0.013573676609863004	0.002067040233195741	0.0022954361279241987	-0.022207827017240608	-0.00493750155898332	0.013573680387052596	0.0020670342826299526	0.0022954295198555834	0.004937505336776867	0.02220783079326305
MSL3	-0.013814884421777082	0.0017175226555589491	0.0019083585061766101	-0.022448959793703684	-0.005178748441514245	0.01381485862579991	0.0017175569368334592	0.0019083965964816212	0.005178722641304916	0.02244893400580489
WDR59	-0.01412655986691161	0.001346335771700347	0.0014992603248333485	-0.022760536794520413	-0.005490475860256559	0.01412703130442789	0.001345835222296459	0.001498702920151959	0.00549094737765899	0.02276100808186028
NFKBIL1	-0.014294712875487515	0.0011782998962927436	0.001313600776246091	-0.022928635994543072	-0.005658657606333828	0.014294376751253696	0.0011786155401722546	0.0013139526646290464	0.005658321424168753	0.022928299978355146
TFAM	-0.014332618564297647	0.0011432007573421177	0.001276606094184386	-0.022966529486195094	-0.005696569840740299	0.014332201745848643	0.0011435814026331788	0.0012770311587193511	0.0056961529501796246	0.022966112802003356
SKIV2L	-0.014433961011676153	0.0010540519024575187	0.0011777116228575627	-0.023067839202135038	-0.005797929909960825	0.014434223920395754	0.0010538292321599502	0.0011774628292289945	0.005798192864626859	0.023068102025710146
TBC1D17	-0.014461038462537644	0.0010313458995939212	0.0011529859134644172	-0.02309490787754122	-0.005825012099202376	0.01446103102765541	0.00103135207156592	0.0011529928133772163	0.005825004663017347	0.023094900445070274
KRT86	-0.014556459129117268	0.0009548892426074292	0.0010687064830525229	-0.0231902975185956	-0.005920449564770142	0.014558829403328546	0.0009530586496352523	0.0010666576940517654	0.00592282025827519	0.02319266702012373
TBC1D2	-0.014660942501489693	0.0008772133746996755	0.0009823218081743286	-0.023294746738440553	-0.006024951512084585	0.014660943852003606	0.0008772124096865622	0.0009823207275325445	0.006024952862839811	0.023294748088511806
PIK3C2B	-0.014693165676919065	0.0008544663007059657	0.0009579218617779884	-0.023326959343037242	-0.00605718045417309	0.014692759202086058	0.0008547498020670403	0.0009582396884159645	0.00605677390648562	0.023326553001660203
NAT10	-0.014694425204990457	0.0008535883794755143	0.0009574743460185243	-0.023328218457555602	-0.006058440208013958	0.014693838807842637	0.0008539970082145804	0.0009579327069148407	0.006057853705751475	0.02332763225294864
CNPY4	-0.014916319754885669	0.0007113385736172214	0.0007992568242890127	-0.023550039723199585	-0.006280374960138071	0.01491698758157566	0.0007109458363794356	0.0007988155464937479	0.006281042909107126	0.02355070732804593
NMRAL1	-0.014967398067986618	0.0006818751931605569	0.0007670137155911776	-0.023601101046497566	-0.006331462647923361	0.014967100665792973	0.000682043410446622	0.0007672029363854015	0.006331165191015376	0.023600803743356998
ZNF267	-0.015157142943007545	0.0005820732771728971	0.0006551190514044987	-0.023790782413605396	-0.006521242742647335	0.015158154038673837	0.0005815799178218348	0.0006545637792029655	0.00652225402765558	0.023791793169191337
SNX11	-0.015174490849050325	0.0005736622178510423	0.0006460160110935161	-0.023808124482262112	-0.006538593899779175	0.015174205369833849	0.0005737997106415409	0.0006461708453170506	0.006538308367020305	0.023807839099148406
PYURF	-0.01532556095631191	0.0005050559105954757	0.0005700405311461351	-0.023959143536396346	-0.006689692538189945	0.015325587527305116	0.000505044546822658	0.0005700277052174469	0.0066897191142360445	0.023959170098375407
MRPL36	-0.015362542713383073	0.0004894683638663816	0.0005533842440546995	-0.023996112735695335	-0.006726681339731198	0.015360128278097436	0.0004904721833472981	0.000554519144541886	0.0067242664438107915	0.02399369912099195
MED12	-0.01536402813241988	0.0004888517420615543	0.000552999708214428	-0.02399759764984008	-0.00672816704221172	0.015363475567910269	0.0004890810359891021	0.0005532590904854097	0.0067276143722587636	0.023997045273150896
ECI1	-0.015539052817640061	0.00042106067137535034	0.00047658253692739146	-0.024172562577694966	-0.006903225392084398	0.015537427106526941	0.0004216478108392681	0.00047724709772412917	0.006901599365842779	0.024170937424069713
HPS4	-0.01553934424471525	0.000420955500725656	0.00047658253692739146	-0.024172853904829338	-0.006903516875654754	0.015539147996382867	0.0004210263204269153	0.0004768134999172314	0.006903320589278104	0.02417265772379772
APPL1	-0.01567559011647506	0.000374385760859741	0.00042423315678157626	-0.024309052892393383	-0.00703978932034552	0.01567517804309486	0.00037451904863201754	0.00042438419108443916	0.007039377166112345	0.024308640961296854
KATNAL2	-0.01606303750758851	0.00026691880340382637	0.000303661892382055	-0.02469636520561454	-0.007427314030892351	0.01606378827249627	0.0002667419703329835	0.0003034607171023703	0.007428064948141592	0.02469711570626313
LINC00467	-0.016399213914582385	0.00019783665408047696	0.000225454876444988	-0.025032422309606152	-0.00776355962736389	0.016402502051693284	0.00019725257569824347	0.00022478926005497832	0.007766848450859923	0.0250357092701803
TIMM10B	-0.016802884585656926	0.00013707234830691518	0.00015638602202728487	-0.025435947147053183	-0.008167315959424954	0.016802648538798245	0.000137102081776379	0.00015641994498160754	0.008167079861653156	0.025435711186292932
PDHA1	-0.017211808514594057	9.375309461822601e-05	0.00010726898697737529	-0.025844720476086182	-0.008576329535054217	0.017210562808251676	9.386280972245956e-05	0.00010739451913324893	0.00857508355123305	0.025843475232900683
MSANTD2	-0.017223973125965356	9.268804811732514e-05	0.00010611110259567845	-0.025856880563214914	-0.008588496857479675	0.017223467375512395	9.273209941805532e-05	0.00010616153339216407	0.008587990994262192	0.025856375000910745
AGPAT2	-0.017228072786306153	9.233169285340699e-05	0.00010576368024445245	-0.025860978698241097	-0.00859259743206334	0.017226315966650044	9.248424236958175e-05	0.0001059384219582838	0.008590840220592914	0.0258592225322607
CRK	-0.017609300936501666	6.430101493635262e-05	7.378200222186186e-05	-0.026242063741101607	-0.008973911867063334	0.017609235329730633	6.430505828742453e-05	7.378664175263858e-05	0.008973846245227214	0.02624199815917424
ALG1	-0.01768929438710854	5.954603553213365e-05	6.836513838362072e-05	-0.026322026844883564	-0.009053923741660794	0.01768904237622902	5.956047869802475e-05	6.838172066363346e-05	0.009053671672564816	0.026321774929781966
DCP1B	-0.01770052616194166	5.8905680970387866e-05	6.766878916759088e-05	-0.026333254349914355	-0.009065158112234909	0.017700309865228907	5.891795082681469e-05	6.768288435016046e-05	0.009064941765513899	0.02633303813544819
KLHL21	-0.017777243770056725	5.470307955197387e-05	6.291325997926839e-05	-0.02640994273529274	-0.009141893508617736	0.017776069877469974	5.4765189555219714e-05	6.29846918403907e-05	0.009140719343078038	0.026408769290622473
RING1	-0.017943297438362312	4.6558937585847384e-05	5.367024505573185e-05	-0.026575932803604697	-0.009307986027567881	0.017943525402360848	4.6548591716512176e-05	5.365831898157023e-05	0.009308214045229387	0.02657616067996383
FAAP20	-0.017952173080227368	4.615773324870464e-05	5.323844665363857e-05	-0.026584805032619726	-0.009316863759431767	0.017950601534649543	4.6228531918828704e-05	5.332010601941027e-05	0.009315291843693818	0.0265832340914296
NRAS	-0.018041550041990775	4.229625575933506e-05	4.8897405502121454e-05	-0.02667414755146959	-0.009406261843179825	0.018041776116421923	4.228688875173783e-05	4.8886576591604424e-05	0.00940648797121297	0.026674373538604305
PHF13	-0.018162892189607392	3.754187810128524e-05	4.3426116947698366e-05	-0.026795442717136988	-0.009527632887865354	0.01816221848305545	3.7566815909938684e-05	4.345496345857569e-05	0.009526959020170922	0.026794769272136365
ZNF260	-0.018190495638653128	3.653352026914674e-05	4.22841669781791e-05	-0.02682303544303095	-0.009555242946067572	0.018191083547929136	3.651232613479324e-05	4.225963673008477e-05	0.009555830996251237	0.02682362312377792
ZNF280D	-0.018216765905499047	3.5597786923769784e-05	4.12249993326807e-05	-0.026849295492411582	-0.009581519515091383	0.018217250101481886	3.558075560750395e-05	4.120527574696462e-05	0.009582003827343677	0.026849779499961115
UBL4A	-0.018534075381871795	2.595059395953863e-05	3.010509740085688e-05	-0.027166480614479828	-0.009898906055258524	0.018532828680279143	2.598309467282038e-05	3.0142801244571207e-05	0.009897659047479447	0.027165234404873676
SLC6A8	-0.018637657241274565	2.338128129574245e-05	2.715595969308066e-05	-0.027270021503590737	-0.010002513447895543	0.018635917070119818	2.3422372934281547e-05	2.7203685173381587e-05	0.010000772846252223	0.027268282022265052
SEPSECS	-0.019242112528535867	1.2590726195081822e-05	1.4648896096662968e-05	-0.02787423401313588	-0.010607121433026235	0.01924088043261391	1.2606853463599265e-05	1.4667659643512814e-05	0.010605889019429666	0.02787300241849712
VSTM5	-0.019362804741995334	1.110288879699726e-05	1.294042983333014e-05	-0.027994876995461427	-0.010727844892030637	0.01936267549164	1.1104388431707381e-05	1.2942177659332613e-05	0.01072771560807953	0.027994747797962658
TCFL5	-0.019499153850441472	9.624087125088671e-06	1.1223425218762298e-05	-0.028131170183704028	-0.010864229602200036	0.019498327576944977	9.632453744949207e-06	1.1233182209853302e-05	0.010863403111990095	0.02813034425004968
TRAF2	-0.019633115419531073	8.355658707156324e-06	9.755585180567803e-06	-0.028265076499213792	-0.010998226462491672	0.019631376156796578	8.371052510265088e-06	9.773558097215514e-06	0.010996486739573997	0.02826333795583792
CLIP1	-0.019682142165987945	7.932699143156227e-06	9.267171896210546e-06	-0.02831408294673731	-0.011047266202205362	0.01968267092453721	7.928251031669396e-06	9.261975504286678e-06	0.011047795101114663	0.028314611486134296
OGFR	-0.019897197418603532	6.307421517398391e-06	7.381417808541124e-06	-0.028529048668104958	-0.011262378940305507	0.01989668075511773	6.310913976189284e-06	7.385504945803725e-06	0.011261862137754876	0.02852853222067193
DNAJB12	-0.01991074286983196	6.216516150723098e-06	7.279292916537586e-06	-0.028542588453398094	-0.01127592803906506	0.019909850400452334	6.22246685074277e-06	7.286260949347506e-06	0.01127503532926292	0.028541696357427523
DUS4L	-0.02024320886829155	4.340702899328928e-06	5.0977133286305665e-06	-0.02887491439148937	-0.01160848455825177	0.02024242093479051	4.344427578605552e-06	5.102087584974224e-06	0.011607696407961438	0.028874126792182587
